url,label
https://legitimate-site-0.com,0
https://legitimate-site-1.com,0
https://legitimate-site-2.com,0
https://legitimate-site-3.com,0
http://fake-bank-4.com/login,1
http://fake-bank-5.com/login,1
https://legitimate-site-6.com,0
https://legitimate-site-7.com,0
http://fake-bank-8.com/login,1
https://legitimate-site-9.com,0
http://fake-bank-10.com/login,1
https://legitimate-site-11.com,0
https://legitimate-site-12.com,0
https://legitimate-site-13.com,0
http://fake-bank-14.com/login,1
https://legitimate-site-15.com,0
https://legitimate-site-16.com,0
https://legitimate-site-17.com,0
http://fake-bank-18.com/login,1
http://fake-bank-19.com/login,1
http://fake-bank-20.com/login,1
http://fake-bank-21.com/login,1
http://fake-bank-22.com/login,1
http://fake-bank-23.com/login,1
http://fake-bank-24.com/login,1
http://fake-bank-25.com/login,1
https://legitimate-site-26.com,0
http://fake-bank-27.com/login,1
http://fake-bank-28.com/login,1
http://fake-bank-29.com/login,1
http://fake-bank-30.com/login,1
http://fake-bank-31.com/login,1
http://fake-bank-32.com/login,1
http://fake-bank-33.com/login,1
https://legitimate-site-34.com,0
https://legitimate-site-35.com,0
https://legitimate-site-36.com,0
https://legitimate-site-37.com,0
http://fake-bank-38.com/login,1
http://fake-bank-39.com/login,1
http://fake-bank-40.com/login,1
http://fake-bank-41.com/login,1
https://legitimate-site-42.com,0
https://legitimate-site-43.com,0
https://legitimate-site-44.com,0
http://fake-bank-45.com/login,1
http://fake-bank-46.com/login,1
https://legitimate-site-47.com,0
https://legitimate-site-48.com,0
http://fake-bank-49.com/login,1
https://legitimate-site-50.com,0
http://fake-bank-51.com/login,1
http://fake-bank-52.com/login,1
https://legitimate-site-53.com,0
https://legitimate-site-54.com,0
https://legitimate-site-55.com,0
http://fake-bank-56.com/login,1
http://fake-bank-57.com/login,1
https://legitimate-site-58.com,0
https://legitimate-site-59.com,0
https://legitimate-site-60.com,0
https://legitimate-site-61.com,0
http://fake-bank-62.com/login,1
https://legitimate-site-63.com,0
http://fake-bank-64.com/login,1
http://fake-bank-65.com/login,1
https://legitimate-site-66.com,0
https://legitimate-site-67.com,0
http://fake-bank-68.com/login,1
https://legitimate-site-69.com,0
http://fake-bank-70.com/login,1
http://fake-bank-71.com/login,1
https://legitimate-site-72.com,0
http://fake-bank-73.com/login,1
https://legitimate-site-74.com,0
https://legitimate-site-75.com,0
http://fake-bank-76.com/login,1
http://fake-bank-77.com/login,1
https://legitimate-site-78.com,0
http://fake-bank-79.com/login,1
https://legitimate-site-80.com,0
http://fake-bank-81.com/login,1
http://fake-bank-82.com/login,1
http://fake-bank-83.com/login,1
http://fake-bank-84.com/login,1
https://legitimate-site-85.com,0
https://legitimate-site-86.com,0
http://fake-bank-87.com/login,1
http://fake-bank-88.com/login,1
https://legitimate-site-89.com,0
https://legitimate-site-90.com,0
http://fake-bank-91.com/login,1
http://fake-bank-92.com/login,1
https://legitimate-site-93.com,0
http://fake-bank-94.com/login,1
https://legitimate-site-95.com,0
https://legitimate-site-96.com,0
https://legitimate-site-97.com,0
https://legitimate-site-98.com,0
http://fake-bank-99.com/login,1
https://legitimate-site-100.com,0
https://legitimate-site-101.com,0
http://fake-bank-102.com/login,1
https://legitimate-site-103.com,0
http://fake-bank-104.com/login,1
https://legitimate-site-105.com,0
https://legitimate-site-106.com,0
https://legitimate-site-107.com,0
http://fake-bank-108.com/login,1
https://legitimate-site-109.com,0
http://fake-bank-110.com/login,1
https://legitimate-site-111.com,0
https://legitimate-site-112.com,0
http://fake-bank-113.com/login,1
https://legitimate-site-114.com,0
http://fake-bank-115.com/login,1
https://legitimate-site-116.com,0
https://legitimate-site-117.com,0
http://fake-bank-118.com/login,1
http://fake-bank-119.com/login,1
http://fake-bank-120.com/login,1
http://fake-bank-121.com/login,1
http://fake-bank-122.com/login,1
http://fake-bank-123.com/login,1
https://legitimate-site-124.com,0
http://fake-bank-125.com/login,1
http://fake-bank-126.com/login,1
http://fake-bank-127.com/login,1
http://fake-bank-128.com/login,1
https://legitimate-site-129.com,0
https://legitimate-site-130.com,0
http://fake-bank-131.com/login,1
https://legitimate-site-132.com,0
http://fake-bank-133.com/login,1
https://legitimate-site-134.com,0
http://fake-bank-135.com/login,1
https://legitimate-site-136.com,0
http://fake-bank-137.com/login,1
https://legitimate-site-138.com,0
https://legitimate-site-139.com,0
https://legitimate-site-140.com,0
https://legitimate-site-141.com,0
https://legitimate-site-142.com,0
https://legitimate-site-143.com,0
https://legitimate-site-144.com,0
https://legitimate-site-145.com,0
https://legitimate-site-146.com,0
http://fake-bank-147.com/login,1
http://fake-bank-148.com/login,1
http://fake-bank-149.com/login,1
http://fake-bank-150.com/login,1
http://fake-bank-151.com/login,1
http://fake-bank-152.com/login,1
http://fake-bank-153.com/login,1
https://legitimate-site-154.com,0
http://fake-bank-155.com/login,1
https://legitimate-site-156.com,0
https://legitimate-site-157.com,0
http://fake-bank-158.com/login,1
http://fake-bank-159.com/login,1
http://fake-bank-160.com/login,1
http://fake-bank-161.com/login,1
https://legitimate-site-162.com,0
http://fake-bank-163.com/login,1
https://legitimate-site-164.com,0
http://fake-bank-165.com/login,1
http://fake-bank-166.com/login,1
http://fake-bank-167.com/login,1
https://legitimate-site-168.com,0
http://fake-bank-169.com/login,1
https://legitimate-site-170.com,0
http://fake-bank-171.com/login,1
http://fake-bank-172.com/login,1
http://fake-bank-173.com/login,1
https://legitimate-site-174.com,0
http://fake-bank-175.com/login,1
https://legitimate-site-176.com,0
https://legitimate-site-177.com,0
http://fake-bank-178.com/login,1
http://fake-bank-179.com/login,1
http://fake-bank-180.com/login,1
http://fake-bank-181.com/login,1
http://fake-bank-182.com/login,1
https://legitimate-site-183.com,0
http://fake-bank-184.com/login,1
https://legitimate-site-185.com,0
http://fake-bank-186.com/login,1
https://legitimate-site-187.com,0
https://legitimate-site-188.com,0
http://fake-bank-189.com/login,1
http://fake-bank-190.com/login,1
https://legitimate-site-191.com,0
http://fake-bank-192.com/login,1
https://legitimate-site-193.com,0
https://legitimate-site-194.com,0
http://fake-bank-195.com/login,1
http://fake-bank-196.com/login,1
https://legitimate-site-197.com,0
https://legitimate-site-198.com,0
http://fake-bank-199.com/login,1
https://legitimate-site-200.com,0
http://fake-bank-201.com/login,1
http://fake-bank-202.com/login,1
http://fake-bank-203.com/login,1
https://legitimate-site-204.com,0
https://legitimate-site-205.com,0
http://fake-bank-206.com/login,1
http://fake-bank-207.com/login,1
http://fake-bank-208.com/login,1
https://legitimate-site-209.com,0
http://fake-bank-210.com/login,1
http://fake-bank-211.com/login,1
http://fake-bank-212.com/login,1
http://fake-bank-213.com/login,1
http://fake-bank-214.com/login,1
https://legitimate-site-215.com,0
http://fake-bank-216.com/login,1
http://fake-bank-217.com/login,1
https://legitimate-site-218.com,0
http://fake-bank-219.com/login,1
https://legitimate-site-220.com,0
http://fake-bank-221.com/login,1
http://fake-bank-222.com/login,1
https://legitimate-site-223.com,0
https://legitimate-site-224.com,0
https://legitimate-site-225.com,0
https://legitimate-site-226.com,0
http://fake-bank-227.com/login,1
